Distance (m),Force (N)
0.025509,0.024607
0.025285,0.024607
0.025061,0.030865
0.024614,0.018349
0.02439,0.037122
0.024166,0.030865
0.023942,0.030865
0.023495,0.037122
0.023271,0.037122
0.022824,0.037122
0.0226,0.037122
0.022376,0.04338
0.021928,0.04338
0.021705,0.037122
0.021257,0.037122
0.021033,0.055896
0.02081,0.04338
0.020586,0.049638
0.020362,0.04338
0.020138,0.049638
0.020138,0.049638
0.020138,0.055896
0.019915,0.049638
0.019915,0.055896
0.019691,0.055896
0.019467,0.055896
0.019243,0.049638
0.01902,0.062154
0.018572,0.068411
0.018348,0.062154
0.017901,0.062154
0.017453,0.080927
0.01723,0.074669
0.016782,0.080927
0.016558,0.087185
0.016334,0.087185
0.016111,0.093443
0.015887,0.099701
0.015663,0.093443
0.015439,0.087185
0.015216,0.099701
0.014992,0.105958
0.014768,0.105958
0.014544,0.118474
0.014321,0.105958
0.014097,0.118474
0.013873,0.13099
0.013649,0.143505
0.013426,0.13099
0.013426,0.137247
0.013202,0.156021
0.012978,0.143505
0.012978,0.156021
0.012754,0.149763
0.012754,0.149763
0.012754,0.149763
0.012754,0.162279
0.012531,0.156021
0.012307,0.174794
0.012083,0.174794
0.011859,0.181052
0.011412,0.199826
0.011188,0.212341
0.01074,0.212341
0.010517,0.231115
0.010069,0.256146
0.009845,0.262404
0.009622,0.268662
0.009398,0.27492
0.009174,0.281177
0.009174,0.281177
0.009174,0.293693
0.009174,0.306209
0.00895,0.299951
0.00895,0.312467
0.008727,0.318724
0.008727,0.33124
0.008503,0.343756
0.008279,0.343756
0.008279,0.350013
0.008279,0.368787
0.008055,0.368787
0.008055,0.362529
0.008055,0.375045
0.007832,0.393818
0.007832,0.400076
0.007608,0.400076
0.007608,0.418849
0.007384,0.425107
0.007384,0.425107
0.00716,0.437623
0.00716,0.437623
0.00716,0.443881
0.00716,0.450139
0.00716,0.450139
0.00716,0.450139
0.00716,0.456396
0.006937,0.468912
0.006937,0.487686
0.006713,0.500201
0.006713,0.518975
0.006713,0.512717
0.006489,0.518975
0.006489,0.53149
0.006489,0.53149
0.006489,0.537748
0.006489,0.544006
0.006489,0.544006
0.006489,0.537748
0.006489,0.550264
0.006265,0.550264
0.006265,0.562779
0.006265,0.569037
0.006265,0.575295
0.006265,0.569037
0.006042,0.581553
0.006042,0.587811
0.006042,0.594069
0.006042,0.594069
0.006042,0.606584
0.006042,0.600326
0.005818,0.6191
0.005818,0.625358
0.005818,0.625358
0.005818,0.644131
0.005594,0.656647
0.005594,0.669162
0.005594,0.67542
0.005594,0.694194
0.00537,0.694194
0.00537,0.700451
0.00537,0.706709
0.00537,0.719225
0.005146,0.744256
0.005146,0.76303
0.004923,0.81935
0.004699,0.881928
0.004475,0.931991
0.004251,1.000827
0.004251,1.032116
0.004251,1.044632
0.004251,1.044632
0.004251,1.044632
0.004251,1.05089
0.004251,1.038374
0.004251,1.038374
0.004251,1.05089
0.004251,1.038374
0.004251,1.057147
0.004251,1.044632
0.004251,1.044632
0.004251,1.057147
0.004251,1.05089
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.05089
0.004251,1.057147
0.004251,1.05089
0.004251,1.044632
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.063405
0.004251,1.057147
0.004251,1.069663
0.004251,1.063405
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.057147
0.004251,1.063405
0.004251,1.069663
0.004251,1.069663
0.004251,1.057147
0.004251,1.063405
0.004251,1.063405
0.004251,1.057147
0.004251,1.063405
0.004251,1.063405
0.004251,1.057147
0.004251,1.044632
0.004251,1.057147
0.004251,1.063405
0.004251,1.063405
0.004251,1.057147
0.004251,1.069663
0.004251,1.063405
0.004251,1.057147
0.004251,1.063405
0.004251,1.057147
0.004251,1.063405
0.004251,1.057147
0.004251,1.057147
0.004251,1.063405
0.004251,1.057147
0.004251,1.05089
0.004251,1.044632
0.004251,1.05089
0.004251,1.057147
0.004251,1.05089
0.004251,1.05089
0.004251,1.044632
0.004251,1.025858
0.004251,1.032116
0.004251,1.032116
0.004251,1.025858
0.004251,1.025858
0.004251,1.0196
0.004251,1.007085
0.004251,1.013343
0.004251,1.007085
0.004251,1.000827
0.004251,1.007085
0.004251,1.007085
0.004251,1.000827
0.004251,0.994569
0.004251,0.994569
0.004251,0.988311
0.004251,0.994569
0.004251,0.988311
0.004475,0.957022
0.004475,0.944507
0.004475,0.938249
0.004475,0.931991
0.004699,0.881928
0.004699,0.881928
0.004699,0.888186
0.004699,0.875671
0.004699,0.863155
0.004699,0.869413
0.004699,0.863155
0.004699,0.844381
0.004699,0.863155
0.004699,0.844381
0.004923,0.838124
0.004923,0.813092
0.004923,0.800577
0.004923,0.788061
0.005146,0.788061
0.005146,0.769288
0.005146,0.76303
0.005146,0.744256
0.005146,0.744256
0.005146,0.731741
0.00537,0.712967
0.00537,0.712967
0.005594,0.694194
0.005594,0.669162
0.005818,0.650389
0.005818,0.631615
0.006042,0.587811
0.006042,0.581553
0.006042,0.587811
0.006042,0.581553
0.006042,0.575295
0.006042,0.562779
0.006042,0.581553
0.006042,0.575295
0.006042,0.575295
0.006265,0.550264
0.006265,0.518975
0.006489,0.518975
0.006489,0.500201
0.006713,0.500201
0.006713,0.487686
0.006713,0.487686
0.006713,0.481428
0.006713,0.487686
0.006937,0.481428
0.006937,0.462654
0.00716,0.443881
0.00716,0.431365
0.00716,0.431365
0.00716,0.431365
0.00716,0.437623
0.00716,0.418849
0.00716,0.418849
0.00716,0.431365
0.00716,0.425107
0.00716,0.425107
0.00716,0.418849
0.00716,0.418849
0.00716,0.425107
0.00716,0.418849
0.007384,0.418849
0.007384,0.406334
0.007608,0.393818
0.007832,0.381303
0.008055,0.356271
0.008279,0.343756
0.008503,0.33124
0.00895,0.312467
0.009398,0.281177
0.009845,0.262404
0.010069,0.24363
0.010293,0.231115
0.010517,0.218599
0.010517,0.218599
0.010517,0.218599
0.010517,0.218599
0.010517,0.218599
0.010517,0.224857
0.01074,0.212341
0.011188,0.199826
0.011412,0.181052
0.011859,0.174794
0.012307,0.168537
0.012531,0.168537
0.012531,0.156021
0.012754,0.149763
0.012754,0.162279
0.012978,0.149763
0.013202,0.143505
0.013202,0.137247
0.013426,0.13099
0.013873,0.13099
0.013873,0.118474
0.014097,0.118474
0.014097,0.124732
0.014097,0.118474
0.014321,0.124732
0.014544,0.118474
0.014768,0.112216
0.014992,0.112216
0.015216,0.099701
0.015439,0.099701
0.015663,0.093443
0.015663,0.093443
0.015887,0.087185
0.016111,0.087185
0.016334,0.087185
0.016334,0.087185
0.016558,0.093443
0.016782,0.080927
0.017006,0.080927
0.01723,0.074669
0.01723,0.068411
0.017453,0.074669
0.017901,0.074669
0.018348,0.049638
0.018572,0.074669
0.018796,0.055896
0.018796,0.062154
0.018796,0.055896
0.018796,0.055896
0.018796,0.049638
0.018796,0.055896
0.018796,0.062154
0.018796,0.055896
0.018796,0.04338
0.018796,0.062154
0.018796,0.055896
0.019243,0.04338
0.019915,0.04338
0.020362,0.04338
0.020586,0.049638
0.020586,0.049638
0.020586,0.055896
0.020586,0.04338
0.020586,0.037122
0.020586,0.049638
0.020586,0.04338
0.020586,0.030865
0.020586,0.04338
0.021033,0.030865
0.021928,0.04338
0.0226,0.037122
0.023047,0.030865
0.023047,0.037122
0.023271,0.04338
0.023719,0.030865
0.023942,0.030865
0.023942,0.037122
0.024166,0.018349
0.02439,0.037122
0.024614,0.030865
0.025061,0.018349
0.025285,0.018349
0.025509,0.018349
0.025732,0.018349
0.025732,0.018349
0.025956,0.024607
0.026404,0.018349
0.026627,0.012091
0.026851,0.024607
0.027075,0.024607
0.027299,0.018349
0.027746,0.030865
0.02797,0.024607
0.028194,0.018349
0.028418,0.012091
0.028641,0.018349
0.028865,0.012091
0.029089,0.012091
0.029313,0.012091
0.02976,0.005833
0.030208,0.018349
0.030655,0.018349
0.030879,0.012091
0.031103,0.018349
0.031326,0.005833
0.03155,0.012091
0.03155,0.005833
0.03155,0.000425
0.031774,0.012091
0.031998,0.005833
0.032221,0.005833
0.032445,0.012091
0.032669,0.018349
0.033117,0.000425
0.03334,0.005833
0.033564,0.012091
0.034012,0.005833
0.034235,0.005833
0.034459,0.012091
0.034683,0.005833
0.03513,0.006682
0.035354,0.000425
0.035578,0.000425
0.035802,0.000425
0.035802,0.005833
0.036025,0.005833
0.036025,0.005833
0.036249,0.005833
0.036473,0.012091
0.036697,0.005833
0.036697,0.005833
0.03692,0.005833
0.037144,0.005833
0.037368,0.000425
0.037592,0.000425
0.037815,0.012091
0.037815,0.005833
0.037815,0.005833
0.038039,0.000425
0.038263,0.005833
0.038487,0.000425
0.038711,0.000425
0.038934,0.005833
0.039158,0.005833
0.039382,0.005833
0.039606,0.000425
0.039829,0.000425
0.040053,0.000425
0.040501,0.005833
0.040724,0.000425
0.041172,0.000425
0.041396,0.000425
0.041619,0.012091
0.041619,0.005833
0.041843,0.000425
0.042067,0.005833
0.042291,0.006682
0.042514,0.005833
0.042738,0.006682
0.042738,0.006682
0.043186,0.000425
0.043409,0.000425
0.043409,0.000425
0.043633,0.005833
0.043633,0.005833
0.043857,0.000425
0.043857,0.006682
0.044081,0.000425
0.044081,0.005833
0.044305,0.000425
0.044528,0.000425
0.044752,0.000425
0.044752,0.006682
0.044976,0.000425
0.0452,0.006682
0.0452,0.000425
0.045423,0.006682
0.045647,0.000425
0.045871,0.000425
0.046318,0.005833
0.046542,0.005833
0.046766,0.000425
0.047213,0.012091
0.047213,0.000425
0.047437,0.006682
0.047661,0.006682
0.047661,0.000425
0.047885,0.006682
0.048108,0.000425
0.048108,0.005833
0.048332,0.000425
0.048556,0.006682
0.048556,0.000425
0.04878,0.005833
0.049003,0.005833
0.049227,0.000425
0.049451,0.006682
0.049675,0.000425
0.049899,0.01294
0.050122,0.000425
0.050346,0.006682
0.050346,0.000425
0.05057,0.006682
0.050794,0.006682
0.050794,0.005833
0.051017,0.006682
0.051241,0.005833
0.051241,0.000425
0.051465,0.006682
0.051465,0.000425
0.051689,0.000425
0.051689,0.006682
0.051689,0.006682
0.051912,0.006682
0.051912,0.006682
0.052136,0.000425
0.052136,0.006682
0.05236,0.000425
0.052584,0.006682
0.052584,0.006682
0.052807,0.012091
0.052807,0.006682
0.052807,0.000425
0.052807,0.000425
0.052807,0.006682
0.053031,0.005833
0.053031,0.006682
0.053031,0.006682
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.006682
0.053255,0.006682
0.053255,0.006682
0.053255,0.01294
0.053255,0.006682
0.053479,0.006682
0.053479,0.000425
0.053479,0.006682
0.053479,0.000425
0.053702,0.01294
0.053926,0.006682
0.053926,0.005833
0.053926,0.01294
0.053926,0.006682
0.053926,0.006682
0.053926,0.000425
0.053926,0.006682
0.05415,0.006682
0.05415,0.006682
0.05415,0.006682
0.05415,0.006682
0.05415,0.000425
0.05415,0.006682
0.054374,0.006682
0.054374,0.006682
0.054597,0.000425
0.054821,0.000425
0.054821,0.000425
0.054821,0.006682
0.054821,0.006682
0.054821,0.000425
0.054821,0.006682
0.054821,0.01294
0.054821,0.006682
0.054821,0.000425
0.054821,0.005833
0.054821,0.006682
0.054821,0.005833
0.054821,0.000425
0.054821,0.006682
0.054821,0.000425
0.054821,0.006682
0.054821,0.000425
0.054821,0.000425
0.054821,0.006682
0.054821,0.000425
0.054821,0.000425
0.054821,0.000425
0.054821,0.000425
0.054821,0.006682
0.054821,0.000425
0.054821,0.006682
0.054821,0.005833
0.054821,0.006682
0.054821,0.000425
0.054821,0.000425
0.054821,0.000425
0.054821,0.019198
0.054821,0.01294
0.054821,0.006682
0.054821,0.005833
0.054821,0.01294
0.054821,0.005833
0.054821,0.000425
0.054821,0.000425
0.054821,0.006682
0.054821,0.01294
0.054597,0.000425
0.054597,0.006682
0.054374,0.01294
0.054374,0.000425
0.054374,0.006682
0.054374,0.005833
0.054374,0.006682
0.054374,0.000425
0.054374,0.005833
0.054374,0.005833
0.054374,0.000425
0.05415,0.006682
0.05415,0.006682
0.05415,0.006682
0.05415,0.000425
0.053926,0.006682
0.053926,0.01294
0.053926,0.000425
0.053702,0.005833
0.053702,0.005833
0.053702,0.000425
0.053702,0.000425
0.053702,0.005833
0.053702,0.005833
0.053479,0.006682
0.053479,0.006682
0.053479,0.006682
0.053255,0.006682
0.053255,0.000425
0.053255,0.006682
0.053255,0.01294
0.053031,0.000425
0.053031,0.006682
0.053031,0.005833
0.053031,0.006682
0.053031,0.006682
0.053031,0.005833
0.053031,0.005833
0.053031,0.005833
0.053031,0.006682
0.053031,0.000425
0.053031,0.005833
0.053031,0.01294
0.053031,0.005833
0.053031,0.005833
0.053031,0.000425
0.053031,0.006682
0.053031,0.01294
0.053031,0.000425
0.053031,0.000425
0.053031,0.01294
0.053031,0.01294
0.053031,0.006682
0.053031,0.006682
0.053031,0.000425
0.053031,0.006682
0.053031,0.000425
0.053031,0.006682
0.053031,0.006682
0.053031,0.000425
0.053031,0.005833
0.053031,0.000425
0.053031,0.012091
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.01294
0.053031,0.000425
0.053031,0.000425
0.053031,0.005833
0.053031,0.000425
0.053031,0.01294
0.053031,0.000425
0.053031,0.005833
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.01294
0.053031,0.006682
0.053031,0.005833
0.053031,0.005833
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.000425
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.006682
0.053031,0.01294
0.053031,0.005833
0.053031,0.000425
0.053031,0.01294
0.053031,0.000425
0.053031,0.005833
0.053031,0.005833
0.053031,0.006682
0.053031,0.000425
0.053031,0.000425
0.053031,0.006682
0.053031,0.005833
0.053031,0.006682
0.052807,0.006682
0.052807,0.006682
0.052807,0.006682
0.052807,0.000425
0.052584,0.006682
0.052584,0.005833
0.05236,0.005833
0.05236,0.01294
0.05236,0.006682
0.05236,0.006682
0.05236,0.005833
0.05236,0.000425
0.05236,0.005833
0.05236,0.000425
0.052136,0.006682
0.051465,0.006682
0.050794,0.006682
0.050122,0.000425
0.049899,0.000425
0.049675,0.000425
0.049451,0.005833
0.049451,0.000425
0.049227,0.006682
0.049227,0.000425
0.049227,0.000425
0.049227,0.01294
0.049227,0.000425
0.049003,0.000425
0.04878,0.018349
0.048556,0.000425
0.048332,0.000425
0.047885,0.006682
0.047661,0.005833
0.047213,0.012091
0.04699,0.000425
0.046542,0.005833
0.046318,0.006682
0.046095,0.01294
0.045647,0.006682
0.045423,0.006682
0.044976,0.005833
0.044528,0.000425
0.044081,0.000425
0.043409,0.005833
0.042962,0.005833
0.042514,0.000425
0.042067,0.000425
0.041619,0.000425
0.041172,0.005833
0.040948,0.005833
0.040501,0.006682
0.040277,0.005833
0.039829,0.000425
0.039382,0.005833
0.039158,0.000425
0.038711,0.005833
0.038263,0.005833
0.037592,0.005833
0.037144,0.000425
0.036473,0.005833
0.036025,0.005833
0.035354,0.000425
0.034907,0.005833
0.034459,0.005833
0.034012,0.012091
0.033788,0.005833
0.03334,0.000425
0.033117,0.005833
0.032669,0.012091
0.032445,0.012091
0.031998,0.018349
0.031774,0.012091
0.031326,0.012091
0.030879,0.018349
0.030208,0.012091
0.02976,0.012091
0.029089,0.012091
0.028641,0.012091
0.02797,0.005833
0.027522,0.000425
0.027075,0.018349
0.026627,0.018349
0.026404,0.024607
0.02618,0.018349
0.025956,0.018349
0.025732,0.030865
0.025732,0.030865
0.025509,0.024607
0.025061,0.030865
0.024837,0.037122
0.02439,0.024607
0.023942,0.030865
0.023719,0.024607
0.023271,0.030865
0.022824,0.037122
0.022376,0.037122
0.022152,0.037122
0.021928,0.030865
0.021705,0.049638
0.021257,0.04338
0.021033,0.04338
0.02081,0.04338
0.020586,0.04338
0.020362,0.049638
0.019915,0.04338
0.019691,0.062154
0.019243,0.062154
0.018796,0.055896
0.018125,0.049638
0.017677,0.074669
0.01723,0.080927
0.016558,0.080927
0.016111,0.087185
0.015663,0.093443
0.015439,0.093443
0.015216,0.093443
0.014992,0.099701
0.014768,0.105958
0.014544,0.112216
0.014321,0.124732
0.013873,0.118474
0.013649,0.118474
0.013426,0.124732
0.013202,0.143505
0.012978,0.143505
0.012978,0.143505
0.012531,0.149763
0.012307,0.156021
0.012083,0.162279
0.011859,0.168537
0.011636,0.181052
0.011188,0.18731
0.010964,0.18731
0.01074,0.193568
0.010517,0.206084
0.010293,0.224857
0.010293,0.237373
0.010069,0.224857
0.010069,0.24363
0.009845,0.249888
0.009622,0.24363
0.009398,0.256146
0.009174,0.268662
0.009174,0.281177
0.00895,0.281177
0.008727,0.306209
0.008503,0.324982
0.008279,0.33124
0.008279,0.337498
0.008055,0.356271
0.007832,0.362529
0.007608,0.393818
0.007608,0.406334
0.007384,0.418849
0.00716,0.425107
0.006937,0.450139
0.006713,0.481428
0.006713,0.487686
0.006489,0.493943
0.006489,0.493943
0.006489,0.512717
0.006265,0.525232
0.006265,0.556522
0.006042,0.544006
0.006042,0.581553
0.005818,0.581553
0.005594,0.612842
0.005594,0.650389
0.00537,0.687936
0.005146,0.719225
0.005146,0.737998
0.004923,0.775545
0.004923,0.788061
0.004923,0.800577
0.004923,0.794319
0.004923,0.788061
0.004923,0.781803
0.004923,0.794319
0.004923,0.794319
0.004923,0.781803
0.004923,0.788061
0.004923,0.788061
0.004923,0.794319
0.004923,0.781803
0.004923,0.794319
0.004923,0.788061
0.004923,0.794319
0.004923,0.788061
0.004923,0.781803
0.004923,0.788061
0.004923,0.781803
0.004923,0.800577
0.004923,0.788061
0.004923,0.800577
0.004923,0.788061
0.004923,0.788061
0.004923,0.788061
0.004923,0.781803
0.004923,0.76303
0.004923,0.769288
0.004923,0.769288
0.004923,0.769288
0.004923,0.76303
0.004923,0.769288
0.004923,0.76303
0.004923,0.76303
0.004923,0.756772
0.004923,0.756772
0.004923,0.756772
0.004923,0.744256
0.004923,0.744256
0.004923,0.744256
0.004923,0.744256
0.004923,0.744256
0.004923,0.719225
0.004923,0.731741
0.004923,0.725483
0.004923,0.712967
0.004923,0.706709
0.004923,0.712967
0.004923,0.712967
0.004923,0.712967
0.004923,0.700451
0.004923,0.712967
0.004923,0.700451
0.004923,0.700451
0.004923,0.700451
0.005146,0.662905
0.005594,0.612842
0.005818,0.562779
0.006265,0.493943
0.006489,0.481428
0.006713,0.450139
0.006937,0.418849
0.006937,0.412592
0.00716,0.393818
0.007384,0.375045
0.007608,0.362529
0.007832,0.343756
0.008279,0.324982
0.008727,0.293693
0.00895,0.281177
0.009398,0.256146
0.009845,0.231115
0.010293,0.212341
0.010517,0.212341
0.010964,0.18731
0.011188,0.181052
0.011412,0.174794
0.011636,0.168537
0.011859,0.168537
0.012083,0.137247
0.012307,0.143505
0.012531,0.149763
0.012978,0.13099
0.013202,0.13099
0.013649,0.118474
0.014321,0.105958
0.014544,0.105958
0.014992,0.099701
0.015439,0.093443
0.015663,0.087185
0.016111,0.080927
0.016334,0.080927
0.016782,0.074669
0.01723,0.074669
0.017677,0.068411
0.018125,0.068411
0.018572,0.062154
0.018796,0.055896
0.019243,0.04338
0.019467,0.055896
0.019691,0.055896
0.020138,0.055896
0.020362,0.04338
0.02081,0.04338
0.021033,0.037122
0.021481,0.04338
0.021705,0.037122
0.021928,0.037122
0.022376,0.030865
0.0226,0.04338
0.022824,0.030865
0.023047,0.037122
0.023495,0.024607
0.023942,0.030865
0.02439,0.024607
0.024837,0.024607
0.025509,0.024607
0.025732,0.024607
0.02618,0.024607
0.026404,0.024607
0.026851,0.018349
0.027299,0.018349
0.027522,0.012091
0.027746,0.018349
0.028194,0.018349
0.028641,0.012091
0.029089,0.012091
0.029536,0.012091
0.029984,0.005833
0.030655,0.012091
0.031103,0.018349
0.03155,0.005833
0.031998,0.005833
0.032221,0.012091
0.032669,0.012091
0.032893,0.005833
0.03334,0.005833
0.033564,0.005833
0.034012,0.012091
0.034235,0.005833
0.034683,0.005833
0.03513,0.000425
0.035578,0.012091
0.035802,0.000425
0.036249,0.000425
0.036473,0.005833
0.03692,0.000425
0.037368,0.000425
0.037815,0.000425
0.038039,0.005833
0.038487,0.005833
0.038711,0.005833
0.039158,0.005833
0.039382,0.005833
0.039829,0.000425
0.040277,0.000425
0.040724,0.000425
0.040948,0.005833
0.041396,0.005833
0.041843,0.006682
0.042067,0.005833
0.042514,0.005833
0.042738,0.005833
0.043186,0.000425
0.043409,0.006682
0.043857,0.006682
0.044081,0.005833
0.044528,0.005833
0.044976,0.005833
0.0452,0.006682
0.045647,0.006682
0.046095,0.012091
0.046318,0.000425
0.046766,0.005833
0.04699,0.000425
0.047437,0.000425
0.047661,0.000425
0.047885,0.000425
0.048108,0.006682
0.048332,0.000425
0.048556,0.005833
0.049003,0.000425
0.049227,0.000425
0.049451,0.005833
0.049899,0.000425
0.050122,0.005833
0.05057,0.006682
0.051017,0.006682
0.051241,0.000425
0.051689,0.006682
0.051912,0.000425
0.05236,0.006682
0.052584,0.005833
0.052807,0.006682
0.053031,0.006682
0.053255,0.006682
0.053479,0.006682
0.053702,0.006682
0.053926,0.006682
0.05415,0.000425
0.054374,0.01294
0.054597,0.006682
0.054821,0.006682
0.055045,0.006682
0.055269,0.006682
0.055493,0.006682
0.055493,0.006682
0.055716,0.006682
0.05594,0.005833
0.056164,0.006682
0.056388,0.000425
0.056611,0.000425
0.056611,0.000425
0.056835,0.000425
0.056835,0.000425
0.057059,0.005833
0.057283,0.006682
0.057506,0.000425
0.057506,0.006682
0.05773,0.000425
0.05773,0.019198
0.057954,0.006682
0.057954,0.006682
0.057954,0.000425
0.058178,0.006682
0.058178,0.005833
0.058401,0.006682
0.058401,0.01294
0.058401,0.01294
0.058401,0.006682
0.058401,0.006682
0.058401,0.006682
0.058401,0.006682
0.058401,0.006682
0.058401,0.005833
0.058401,0.006682
0.058401,0.000425
0.058401,0.000425
0.058401,0.000425
0.058401,0.006682
0.058401,0.006682
0.058401,0.006682
0.058401,0.01294
0.058401,0.000425
0.058401,0.005833
0.058401,0.006682
0.058401,0.005833
0.058401,0.006682
0.058401,0.005833
0.058401,0.006682
0.058401,0.000425
0.058401,0.000425
0.058401,0.000425
0.058401,0.000425
0.058401,0.006682
0.058401,0.000425
0.058401,0.006682
0.058401,0.000425
0.058401,0.006682
0.058401,0.005833
0.058401,0.01294
0.058401,0.006682
0.058401,0.005833
0.058401,0.000425
0.058401,0.000425
0.058401,0.000425
0.058401,0.005833
0.058401,0.006682
0.058178,0.01294
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.058178,0.01294
0.058178,0.006682
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.000425
0.058178,0.005833
0.058178,0.006682
0.058178,0.000425
0.058178,0.006682
0.057954,0.01294
0.057954,0.006682
0.057954,0.01294
0.057954,0.006682
0.057954,0.006682
0.057954,0.000425
0.057954,0.005833
0.057954,0.006682
0.057954,0.006682
0.057954,0.000425
0.057954,0.01294
0.057954,0.006682
0.057954,0.006682
0.05773,0.006682
0.05773,0.000425
0.057506,0.006682
0.057506,0.005833
0.057283,0.000425
0.057059,0.000425
0.056835,0.006682
0.056835,0.000425
0.056835,0.000425
0.056611,0.000425
0.056611,0.000425
0.056388,0.000425
0.056164,0.006682
0.05594,0.000425
0.055716,0.000425
0.055493,0.006682
0.055269,0.006682
0.054821,0.006682
0.054597,0.006682
0.05415,0.000425
0.053926,0.006682
0.053926,0.000425
0.053702,0.012091
0.053479,0.000425
0.053031,0.006682
0.052807,0.006682
0.05236,0.000425
0.051912,0.000425
0.051465,0.006682
0.051017,0.006682
0.050794,0.000425
0.050346,0.000425
0.049899,0.005833
0.049675,0.000425
0.049451,0.000425
0.049003,0.000425
0.049003,0.000425
0.04878,0.006682
0.048332,0.01294
0.047885,0.000425
0.047661,0.005833
0.047213,0.006682
0.046766,0.006682
0.046542,0.006682
0.045871,0.000425
0.045423,0.000425
0.044976,0.005833
0.044305,0.006682
0.043633,0.000425
0.042962,0.012091
0.042291,0.005833
0.041843,0.006682
0.041396,0.000425
0.040724,0.000425
0.040277,0.000425
0.039829,0.000425
0.039382,0.005833
0.038934,0.000425
0.038711,0.005833
0.038263,0.005833
0.037815,0.012091
0.037368,0.012091
0.03692,0.012091
0.036249,0.000425
0.035578,0.000425
0.034907,0.005833
0.034235,0.018349
0.033564,0.005833
0.033117,0.005833
0.032669,0.005833
0.032221,0.005833
0.031998,0.005833
0.031774,0.005833
0.03155,0.012091
0.031326,0.005833
0.030879,0.012091
0.030431,0.012091
0.02976,0.005833
0.029313,0.018349
0.028865,0.018349
0.028194,0.012091
0.027746,0.012091
0.027299,0.024607
0.027075,0.024607
0.026627,0.024607
0.026404,0.024607
0.02618,0.037122
0.025956,0.018349
0.025732,0.030865
0.025732,0.024607
0.025509,0.024607
0.025285,0.024607
0.025061,0.018349
0.024837,0.030865
0.02439,0.024607
0.024166,0.030865
0.023942,0.030865
0.023495,0.024607
0.023271,0.037122
0.023047,0.04338
0.022824,0.030865
0.0226,0.037122
0.022376,0.037122
0.021928,0.04338
0.021481,0.037122
0.021257,0.037122
0.02081,0.037122
0.020362,0.04338
0.020138,0.04338
0.019691,0.049638
0.019243,0.055896
0.01902,0.055896
0.018572,0.055896
0.018348,0.055896
0.017901,0.068411
0.017453,0.074669
0.01723,0.074669
0.016782,0.087185
0.016558,0.074669
0.016334,0.093443
0.016111,0.080927
0.015663,0.080927
0.015439,0.099701
0.014992,0.099701
0.014544,0.105958
0.014321,0.112216
0.014097,0.112216
0.013649,0.137247
0.013426,0.13099
0.013202,0.13099
0.012978,0.143505
0.012754,0.149763
0.012531,0.149763
0.012307,0.143505
0.012083,0.162279
0.011859,0.174794
0.011636,0.174794
0.011412,0.18731
0.011188,0.181052
0.010964,0.206084
0.01074,0.212341
0.010517,0.218599
0.010293,0.231115
0.010069,0.224857
0.009845,0.237373
0.009622,0.24363
0.009398,0.249888
0.009174,0.268662
0.009174,0.287435
0.00895,0.293693
0.00895,0.299951
0.008727,0.306209
0.008503,0.312467
0.008503,0.33124
0.008279,0.343756
0.008279,0.337498
0.008055,0.356271
0.007832,0.356271
0.007832,0.368787
0.007608,0.393818
0.007384,0.418849
0.00716,0.418849
0.006937,0.437623
0.006713,0.462654
0.006713,0.481428
0.006713,0.487686
0.006489,0.493943
0.006489,0.493943
0.006489,0.506459
0.006265,0.512717
0.006265,0.518975
0.006265,0.525232
0.006265,0.525232
0.006265,0.53149
0.006042,0.544006
0.006042,0.550264
0.006042,0.562779
0.005818,0.594069
0.005594,0.631615
0.00537,0.669162
0.005146,0.725483
0.004699,0.769288
0.004699,0.81935
0.004475,0.863155
0.004251,0.913217
0.004251,0.957022
0.004028,0.975796
0.004028,0.994569
0.004028,1.007085
0.004028,1.007085
0.004028,1.0196
0.003804,1.038374
0.003804,1.069663
0.003804,1.100952
0.003804,1.10721
0.003804,1.132241
0.00358,1.138499
0.00358,1.138499
0.00358,1.138499
0.00358,1.144757
0.00358,1.144757
0.00358,1.151015
0.00358,1.151015
0.00358,1.182304
0.00358,1.169788
0.00358,1.182304
0.00358,1.176046
0.00358,1.176046
0.00358,1.176046
0.00358,1.182304
0.00358,1.176046
0.00358,1.169788
0.00358,1.176046
0.00358,1.169788
0.00358,1.182304
0.00358,1.176046
0.00358,1.182304
0.00358,1.182304
0.00358,1.176046
0.00358,1.176046
0.00358,1.176046
0.00358,1.169788
0.00358,1.169788
0.00358,1.176046
0.00358,1.169788
0.00358,1.16353
